source,target,relation
article_19,definition_1,uses_term
article_19,definition_2,uses_term
article_19,definition_12,uses_term
article_20,definition_1,uses_term
article_20,definition_2,uses_term
article_20,definition_3,uses_term
article_20,definition_4,uses_term
article_20,definition_22,uses_term
article_21,definition_1,uses_term
article_21,definition_2,uses_term
article_22,definition_1,uses_term
article_22,definition_2,uses_term
article_22,definition_3,uses_term
article_22,definition_5,uses_term
article_22,definition_20,uses_term
article_22,definition_22,uses_term
article_23,definition_1,uses_term
article_23,definition_2,uses_term
article_23,definition_3,uses_term
article_23,definition_5,uses_term
article_23,definition_6,uses_term
article_23,definition_15,uses_term
article_23,definition_20,uses_term
article_23,definition_22,uses_term
article_23,definition_24,uses_term
article_24,definition_1,uses_term
article_24,definition_2,uses_term
article_24,definition_3,uses_term
article_24,definition_6,uses_term
article_24,definition_7,uses_term
article_24,definition_8,uses_term
article_25,definition_1,uses_term
article_25,definition_2,uses_term
article_25,definition_3,uses_term
article_25,definition_4,uses_term
article_25,definition_6,uses_term
article_25,definition_7,uses_term
article_25,definition_12,uses_term
article_25,definition_20,uses_term
article_25,definition_23,uses_term
article_25,definition_47,uses_term
article_25,definition_66,uses_term
article_26,definition_1,uses_term
article_26,definition_2,uses_term
article_26,definition_3,uses_term
article_26,definition_4,uses_term
article_26,definition_6,uses_term
article_26,definition_7,uses_term
article_26,definition_11,uses_term
article_26,definition_12,uses_term
article_26,definition_15,uses_term
article_26,definition_26,uses_term
article_26,definition_33,uses_term
article_26,definition_34,uses_term
article_26,definition_35,uses_term
article_26,definition_38,uses_term
article_26,definition_46,uses_term
article_26,definition_49,uses_term
article_26,definition_50,uses_term
article_27,definition_1,uses_term
article_27,definition_2,uses_term
article_27,definition_3,uses_term
article_27,definition_4,uses_term
article_27,definition_12,uses_term
article_27,definition_15,uses_term
article_27,definition_26,uses_term
article_27,definition_47,uses_term
article_28,definition_19,uses_term
article_28,definition_20,uses_term
article_29,definition_19,uses_term
article_29,definition_20,uses_term
article_29,definition_21,uses_term
article_29,definition_22,uses_term
article_30,definition_19,uses_term
article_30,definition_20,uses_term
article_30,definition_21,uses_term
article_30,definition_22,uses_term
article_31,definition_1,uses_term
article_31,definition_2,uses_term
article_31,definition_3,uses_term
article_31,definition_8,uses_term
article_31,definition_20,uses_term
article_31,definition_21,uses_term
article_31,definition_22,uses_term
article_32,definition_20,uses_term
article_32,definition_21,uses_term
article_33,definition_3,uses_term
article_33,definition_19,uses_term
article_33,definition_20,uses_term
article_33,definition_22,uses_term
article_34,definition_1,uses_term
article_34,definition_2,uses_term
article_34,definition_3,uses_term
article_34,definition_19,uses_term
article_34,definition_20,uses_term
article_34,definition_22,uses_term
article_35,definition_22,uses_term
article_36,definition_1,uses_term
article_36,definition_2,uses_term
article_36,definition_3,uses_term
article_36,definition_19,uses_term
article_36,definition_20,uses_term
article_36,definition_22,uses_term
article_36,definition_48,uses_term
article_37,definition_19,uses_term
article_37,definition_22,uses_term
article_38,definition_2,uses_term
article_38,definition_19,uses_term
article_38,definition_20,uses_term
article_39,definition_20,uses_term
article_40,definition_1,uses_term
article_40,definition_2,uses_term
article_41,definition_2,uses_term
article_41,definition_27,uses_term
article_41,definition_28,uses_term
article_42,definition_2,uses_term
article_43,definition_1,uses_term
article_43,definition_2,uses_term
article_43,definition_3,uses_term
article_43,definition_4,uses_term
article_43,definition_20,uses_term
article_43,definition_22,uses_term
article_43,definition_23,uses_term
article_43,definition_26,uses_term
article_43,definition_27,uses_term
article_43,definition_46,uses_term
article_44,definition_1,uses_term
article_44,definition_3,uses_term
article_44,definition_20,uses_term
article_44,definition_22,uses_term
article_45,definition_19,uses_term
article_45,definition_20,uses_term
article_45,definition_22,uses_term
article_46,definition_1,uses_term
article_46,definition_2,uses_term
article_46,definition_9,uses_term
article_46,definition_11,uses_term
article_46,definition_20,uses_term
article_46,definition_26,uses_term
article_46,definition_38,uses_term
article_47,definition_1,uses_term
article_47,definition_2,uses_term
article_47,definition_3,uses_term
article_48,definition_1,uses_term
article_48,definition_2,uses_term
article_48,definition_3,uses_term
article_48,definition_5,uses_term
article_48,definition_20,uses_term
article_48,definition_22,uses_term
article_48,definition_24,uses_term
article_49,definition_1,uses_term
article_49,definition_2,uses_term
article_49,definition_3,uses_term
article_49,definition_5,uses_term
article_49,definition_9,uses_term
article_49,definition_11,uses_term
article_49,definition_46,uses_term
article_50,definition_1,uses_term
article_50,definition_4,uses_term
article_50,definition_33,uses_term
article_50,definition_39,uses_term
article_50,definition_40,uses_term
article_50,definition_47,uses_term
article_50,definition_50,uses_term
article_50,definition_60,uses_term
article_51,definition_2,uses_term
article_51,definition_63,uses_term
article_51,definition_65,uses_term
article_52,definition_2,uses_term
article_52,definition_3,uses_term
article_52,definition_63,uses_term
article_52,definition_65,uses_term
article_53,definition_27,uses_term
article_53,definition_47,uses_term
article_53,definition_63,uses_term
article_54,definition_2,uses_term
article_54,definition_3,uses_term
article_54,definition_5,uses_term
article_54,definition_47,uses_term
article_54,definition_63,uses_term
article_54,definition_65,uses_term
article_55,definition_2,uses_term
article_55,definition_9,uses_term
article_55,definition_27,uses_term
article_55,definition_47,uses_term
article_55,definition_63,uses_term
article_55,definition_65,uses_term
article_56,definition_47,uses_term
article_57,definition_1,uses_term
article_57,definition_3,uses_term
article_57,definition_20,uses_term
article_57,definition_47,uses_term
article_57,definition_48,uses_term
article_57,definition_50,uses_term
article_57,definition_54,uses_term
article_57,definition_55,uses_term
article_58,definition_1,uses_term
article_58,definition_3,uses_term
article_58,definition_20,uses_term
article_58,definition_48,uses_term
article_58,definition_54,uses_term
article_58,definition_55,uses_term
article_59,definition_3,uses_term
article_59,definition_38,uses_term
article_59,definition_46,uses_term
article_59,definition_50,uses_term
article_59,definition_51,uses_term
article_59,definition_55,uses_term
article_59,definition_62,uses_term
article_60,definition_1,uses_term
article_60,definition_2,uses_term
article_60,definition_3,uses_term
article_60,definition_4,uses_term
article_60,definition_9,uses_term
article_60,definition_11,uses_term
article_60,definition_15,uses_term
article_60,definition_26,uses_term
article_60,definition_46,uses_term
article_60,definition_49,uses_term
article_60,definition_50,uses_term
article_60,definition_53,uses_term
article_60,definition_57,uses_term
article_60,definition_59,uses_term
article_61,definition_1,uses_term
article_61,definition_3,uses_term
article_61,definition_59,uses_term
article_62,definition_20,uses_term
article_62,definition_47,uses_term
article_63,definition_2,uses_term
article_64,definition_47,uses_term
article_65,definition_47,uses_term
article_66,definition_20,uses_term
article_66,definition_47,uses_term
article_66,definition_49,uses_term
article_66,definition_56,uses_term
article_68,definition_2,uses_term
article_68,definition_3,uses_term
article_68,definition_47,uses_term
article_68,definition_65,uses_term
article_70,definition_1,uses_term
article_70,definition_2,uses_term
article_70,definition_19,uses_term
article_70,definition_26,uses_term
article_70,definition_50,uses_term
article_71,definition_2,uses_term
article_71,definition_3,uses_term
article_71,definition_4,uses_term
article_71,definition_5,uses_term
article_72,definition_1,uses_term
article_72,definition_2,uses_term
article_72,definition_3,uses_term
article_72,definition_25,uses_term
article_72,definition_38,uses_term
article_73,definition_1,uses_term
article_73,definition_2,uses_term
article_73,definition_3,uses_term
article_73,definition_4,uses_term
article_73,definition_22,uses_term
article_73,definition_26,uses_term
article_73,definition_48,uses_term
article_73,definition_49,uses_term
article_73,definition_61,uses_term
article_74,definition_1,uses_term
article_74,definition_2,uses_term
article_74,definition_3,uses_term
article_74,definition_8,uses_term
article_74,definition_11,uses_term
article_74,definition_26,uses_term
article_74,definition_32,uses_term
article_74,definition_47,uses_term
article_75,definition_1,uses_term
article_75,definition_2,uses_term
article_75,definition_3,uses_term
article_75,definition_26,uses_term
article_75,definition_47,uses_term
article_75,definition_63,uses_term
article_76,definition_1,uses_term
article_76,definition_3,uses_term
article_76,definition_4,uses_term
article_76,definition_26,uses_term
article_76,definition_49,uses_term
article_76,definition_55,uses_term
article_77,definition_2,uses_term
article_77,definition_26,uses_term
article_78,definition_2,uses_term
article_78,definition_4,uses_term
article_78,definition_46,uses_term
article_78,definition_48,uses_term
article_79,definition_1,uses_term
article_79,definition_2,uses_term
article_79,definition_8,uses_term
article_79,definition_22,uses_term
article_79,definition_26,uses_term
article_80,definition_1,uses_term
article_80,definition_2,uses_term
article_80,definition_3,uses_term
article_80,definition_26,uses_term
article_81,definition_1,uses_term
article_81,definition_8,uses_term
article_81,definition_26,uses_term
article_82,definition_1,uses_term
article_82,definition_2,uses_term
article_82,definition_3,uses_term
article_82,definition_8,uses_term
article_82,definition_26,uses_term
article_83,definition_1,uses_term
article_83,definition_2,uses_term
article_83,definition_3,uses_term
article_83,definition_5,uses_term
article_83,definition_24,uses_term
article_83,definition_26,uses_term
article_85,definition_26,uses_term
article_86,definition_2,uses_term
article_86,definition_4,uses_term
article_88,definition_47,uses_term
article_89,definition_3,uses_term
article_89,definition_47,uses_term
article_89,definition_63,uses_term
article_89,definition_68,uses_term
article_90,definition_2,uses_term
article_90,definition_3,uses_term
article_90,definition_47,uses_term
article_90,definition_63,uses_term
article_90,definition_65,uses_term
article_91,definition_3,uses_term
article_91,definition_47,uses_term
article_91,definition_63,uses_term
article_92,definition_2,uses_term
article_92,definition_3,uses_term
article_92,definition_47,uses_term
article_92,definition_63,uses_term
article_92,definition_65,uses_term
article_93,definition_2,uses_term
article_93,definition_3,uses_term
article_93,definition_10,uses_term
article_93,definition_47,uses_term
article_93,definition_63,uses_term
article_93,definition_65,uses_term
article_94,definition_63,uses_term
article_95,definition_2,uses_term
article_95,definition_12,uses_term
article_95,definition_47,uses_term
article_95,definition_56,uses_term
article_96,definition_1,uses_term
article_96,definition_23,uses_term
article_96,definition_47,uses_term
article_99,definition_8,uses_term
article_100,definition_1,uses_term
article_100,definition_50,uses_term
article_101,definition_2,uses_term
article_101,definition_3,uses_term
article_101,definition_63,uses_term
article_101,definition_65,uses_term
article_111,definition_2,uses_term
article_112,definition_2,uses_term
article_112,definition_20,uses_term
article_112,definition_47,uses_term
article_1_para_2,definition_2,uses_term
article_1_para_2,definition_9,uses_term
article_1_para_2,definition_11,uses_term
article_2_para_1,definition_1,uses_term
article_2_para_1,definition_9,uses_term
article_2_para_1,definition_11,uses_term
article_2_para_2,definition_2,uses_term
article_2_para_4,definition_46,uses_term
article_2_para_7,definition_50,uses_term
article_2_para_12,definition_1,uses_term
article_2_para_12,definition_2,uses_term
article_5_para_1,definition_1,uses_term
article_5_para_1,definition_2,uses_term
article_5_para_1,definition_9,uses_term
article_5_para_1,definition_11,uses_term
article_5_para_1,definition_34,uses_term
article_5_para_1,definition_35,uses_term
article_5_para_1,definition_46,uses_term
article_5_para_1,definition_52,uses_term
article_5_para_2,definition_35,uses_term
article_5_para_2,definition_41,uses_term
article_5_para_2,definition_46,uses_term
article_5_para_3,definition_35,uses_term
article_5_para_3,definition_41,uses_term
article_5_para_4,definition_26,uses_term
article_5_para_4,definition_35,uses_term
article_5_para_4,definition_38,uses_term
article_5_para_4,definition_41,uses_term
article_5_para_4,definition_46,uses_term
article_5_para_5,definition_35,uses_term
article_5_para_5,definition_46,uses_term
article_5_para_6,definition_35,uses_term
article_5_para_6,definition_46,uses_term
article_5_para_7,definition_35,uses_term
article_5_para_7,definition_38,uses_term
article_5_para_7,definition_46,uses_term
article_5_para_8,definition_2,uses_term
article_6_para_1,definition_1,uses_term
article_6_para_1,definition_2,uses_term
article_6_para_1,definition_9,uses_term
article_6_para_1,definition_14,uses_term
article_6_para_1,definition_20,uses_term
article_6_para_2,definition_2,uses_term
article_6_para_3,definition_1,uses_term
article_6_para_3,definition_2,uses_term
article_6_para_3,definition_52,uses_term
article_6_para_4,definition_1,uses_term
article_6_para_4,definition_2,uses_term
article_6_para_4,definition_3,uses_term
article_6_para_5,definition_2,uses_term
article_6_para_6,definition_2,uses_term
article_7_para_1,definition_2,uses_term
article_7_para_2,definition_1,uses_term
article_7_para_2,definition_4,uses_term
article_7_para_2,definition_12,uses_term
article_7_para_2,definition_50,uses_term
article_7_para_3,definition_1,uses_term
article_7_para_3,definition_2,uses_term
article_8_para_1,definition_2,uses_term
article_8_para_2,definition_1,uses_term
article_8_para_2,definition_2,uses_term
article_9_para_1,definition_2,uses_term
article_9_para_2,definition_1,uses_term
article_9_para_2,definition_2,uses_term
article_9_para_2,definition_12,uses_term
article_9_para_2,definition_13,uses_term
article_9_para_3,definition_1,uses_term
article_9_para_3,definition_2,uses_term
article_9_para_4,definition_2,uses_term
article_9_para_5,definition_1,uses_term
article_9_para_5,definition_2,uses_term
article_9_para_5,definition_4,uses_term
article_9_para_6,definition_2,uses_term
article_9_para_6,definition_12,uses_term
article_9_para_7,definition_57,uses_term
article_9_para_8,definition_1,uses_term
article_9_para_8,definition_2,uses_term
article_9_para_8,definition_12,uses_term
article_9_para_9,definition_1,uses_term
article_9_para_9,definition_2,uses_term
article_9_para_9,definition_12,uses_term
article_9_para_10,definition_2,uses_term
article_10_para_1,definition_2,uses_term
article_10_para_1,definition_32,uses_term
article_10_para_2,definition_1,uses_term
article_10_para_2,definition_2,uses_term
article_10_para_2,definition_12,uses_term
article_10_para_2,definition_32,uses_term
article_10_para_2,definition_50,uses_term
article_10_para_3,definition_1,uses_term
article_10_para_3,definition_2,uses_term
article_10_para_3,definition_12,uses_term
article_10_para_3,definition_32,uses_term
article_10_para_4,definition_2,uses_term
article_10_para_4,definition_12,uses_term
article_10_para_5,definition_2,uses_term
article_10_para_5,definition_37,uses_term
article_10_para_5,definition_50,uses_term
article_10_para_6,definition_2,uses_term
article_10_para_6,definition_32,uses_term
article_11_para_1,definition_1,uses_term
article_11_para_1,definition_2,uses_term
article_11_para_1,definition_20,uses_term
article_11_para_2,definition_1,uses_term
article_11_para_2,definition_2,uses_term
article_12_para_1,definition_2,uses_term
article_12_para_2,definition_1,uses_term
article_12_para_2,definition_2,uses_term
article_12_para_2,definition_23,uses_term
article_12_para_3,definition_2,uses_term
article_12_para_3,definition_33,uses_term
article_13_para_1,definition_2,uses_term
article_13_para_1,definition_3,uses_term
article_13_para_1,definition_4,uses_term
article_13_para_2,definition_2,uses_term
article_13_para_2,definition_15,uses_term
article_13_para_3,definition_1,uses_term
article_13_para_3,definition_2,uses_term
article_13_para_3,definition_3,uses_term
article_13_para_3,definition_5,uses_term
article_13_para_3,definition_12,uses_term
article_13_para_3,definition_13,uses_term
article_13_para_3,definition_15,uses_term
article_13_para_3,definition_20,uses_term
article_13_para_3,definition_32,uses_term
article_13_para_3,definition_33,uses_term
article_14_para_1,definition_2,uses_term
article_14_para_2,definition_1,uses_term
article_14_para_2,definition_2,uses_term
article_14_para_2,definition_12,uses_term
article_14_para_3,definition_1,uses_term
article_14_para_3,definition_2,uses_term
article_14_para_3,definition_3,uses_term
article_14_para_3,definition_4,uses_term
article_14_para_4,definition_1,uses_term
article_14_para_4,definition_2,uses_term
article_14_para_4,definition_4,uses_term
article_14_para_5,definition_2,uses_term
article_14_para_5,definition_4,uses_term
article_14_para_5,definition_46,uses_term
article_15_para_1,definition_2,uses_term
article_15_para_3,definition_2,uses_term
article_15_para_4,definition_2,uses_term
article_15_para_5,definition_2,uses_term
article_15_para_5,definition_29,uses_term
article_17_para_1,definition_1,uses_term
article_17_para_1,definition_2,uses_term
article_17_para_1,definition_9,uses_term
article_17_para_1,definition_11,uses_term
article_17_para_1,definition_20,uses_term
article_17_para_1,definition_25,uses_term
article_17_para_1,definition_49,uses_term
article_17_para_2,definition_2,uses_term
article_17_para_2,definition_3,uses_term
article_17_para_3,definition_2,uses_term
article_18_para_1,definition_1,uses_term
article_18_para_1,definition_2,uses_term
article_18_para_1,definition_3,uses_term
article_18_para_2,definition_3,uses_term
article_18_para_2,definition_5,uses_term
article_19_para_1,definition_1,uses_term
article_19_para_1,definition_2,uses_term
article_19_para_1,definition_12,uses_term
article_19_para_2,definition_2,uses_term
article_20_para_1,definition_1,uses_term
article_20_para_1,definition_2,uses_term
article_20_para_2,definition_1,uses_term
article_20_para_2,definition_2,uses_term
article_20_para_2,definition_3,uses_term
article_20_para_2,definition_4,uses_term
article_20_para_2,definition_22,uses_term
article_21_para_1,definition_1,uses_term
article_21_para_1,definition_2,uses_term
article_21_para_2,definition_1,uses_term
article_21_para_2,definition_2,uses_term
article_22_para_1,definition_2,uses_term
article_22_para_1,definition_5,uses_term
article_22_para_2,definition_3,uses_term
article_22_para_2,definition_5,uses_term
article_22_para_3,definition_1,uses_term
article_22_para_3,definition_2,uses_term
article_22_para_3,definition_3,uses_term
article_22_para_3,definition_5,uses_term
article_22_para_3,definition_20,uses_term
article_22_para_3,definition_22,uses_term
article_22_para_4,definition_3,uses_term
article_22_para_4,definition_5,uses_term
article_22_para_4,definition_22,uses_term
article_23_para_1,definition_1,uses_term
article_23_para_1,definition_2,uses_term
article_23_para_1,definition_3,uses_term
article_23_para_1,definition_5,uses_term
article_23_para_1,definition_15,uses_term
article_23_para_1,definition_20,uses_term
article_23_para_1,definition_24,uses_term
article_23_para_2,definition_1,uses_term
article_23_para_2,definition_2,uses_term
article_23_para_2,definition_3,uses_term
article_23_para_2,definition_5,uses_term
article_23_para_2,definition_6,uses_term
article_23_para_3,definition_1,uses_term
article_23_para_3,definition_2,uses_term
article_23_para_4,definition_1,uses_term
article_23_para_4,definition_2,uses_term
article_23_para_5,definition_1,uses_term
article_23_para_5,definition_2,uses_term
article_23_para_5,definition_15,uses_term
article_23_para_5,definition_22,uses_term
article_23_para_6,definition_2,uses_term
article_23_para_7,definition_1,uses_term
article_23_para_7,definition_2,uses_term
article_24_para_1,definition_1,uses_term
article_24_para_1,definition_2,uses_term
article_24_para_1,definition_3,uses_term
article_24_para_1,definition_6,uses_term
article_24_para_2,definition_1,uses_term
article_24_para_2,definition_2,uses_term
article_24_para_2,definition_3,uses_term
article_24_para_2,definition_6,uses_term
article_24_para_2,definition_7,uses_term
article_24_para_3,definition_1,uses_term
article_24_para_3,definition_2,uses_term
article_24_para_4,definition_1,uses_term
article_24_para_4,definition_2,uses_term
article_24_para_4,definition_3,uses_term
article_24_para_4,definition_6,uses_term
article_24_para_4,definition_7,uses_term
article_24_para_4,definition_8,uses_term
article_24_para_5,definition_1,uses_term
article_24_para_5,definition_2,uses_term
article_24_para_6,definition_1,uses_term
article_24_para_6,definition_2,uses_term
article_25_para_1,definition_1,uses_term
article_25_para_1,definition_2,uses_term
article_25_para_1,definition_3,uses_term
article_25_para_1,definition_4,uses_term
article_25_para_1,definition_6,uses_term
article_25_para_1,definition_7,uses_term
article_25_para_1,definition_12,uses_term
article_25_para_1,definition_23,uses_term
article_25_para_1,definition_66,uses_term
article_25_para_2,definition_1,uses_term
article_25_para_2,definition_2,uses_term
article_25_para_2,definition_3,uses_term
article_25_para_2,definition_20,uses_term
article_25_para_3,definition_1,uses_term
article_25_para_3,definition_2,uses_term
article_25_para_3,definition_3,uses_term
article_25_para_4,definition_1,uses_term
article_25_para_4,definition_2,uses_term
article_25_para_4,definition_3,uses_term
article_25_para_4,definition_47,uses_term
article_26_para_1,definition_2,uses_term
article_26_para_1,definition_15,uses_term
article_26_para_3,definition_3,uses_term
article_26_para_3,definition_4,uses_term
article_26_para_4,definition_1,uses_term
article_26_para_4,definition_2,uses_term
article_26_para_4,definition_4,uses_term
article_26_para_4,definition_12,uses_term
article_26_para_4,definition_33,uses_term
article_26_para_5,definition_1,uses_term
article_26_para_5,definition_2,uses_term
article_26_para_5,definition_3,uses_term
article_26_para_5,definition_4,uses_term
article_26_para_5,definition_6,uses_term
article_26_para_5,definition_7,uses_term
article_26_para_5,definition_15,uses_term
article_26_para_5,definition_38,uses_term
article_26_para_5,definition_46,uses_term
article_26_para_5,definition_49,uses_term
article_26_para_6,definition_1,uses_term
article_26_para_6,definition_2,uses_term
article_26_para_6,definition_12,uses_term
article_26_para_6,definition_50,uses_term
article_26_para_7,definition_1,uses_term
article_26_para_7,definition_2,uses_term
article_26_para_7,definition_11,uses_term
article_26_para_8,definition_1,uses_term
article_26_para_8,definition_2,uses_term
article_26_para_8,definition_3,uses_term
article_26_para_8,definition_7,uses_term
article_26_para_9,definition_2,uses_term
article_26_para_10,definition_1,uses_term
article_26_para_10,definition_2,uses_term
article_26_para_10,definition_4,uses_term
article_26_para_10,definition_26,uses_term
article_26_para_10,definition_34,uses_term
article_26_para_10,definition_35,uses_term
article_26_para_10,definition_38,uses_term
article_26_para_10,definition_46,uses_term
article_26_para_10,definition_50,uses_term
article_26_para_11,definition_1,uses_term
article_26_para_11,definition_2,uses_term
article_26_para_11,definition_46,uses_term
article_26_para_12,definition_1,uses_term
article_26_para_12,definition_2,uses_term
article_27_para_1,definition_1,uses_term
article_27_para_1,definition_2,uses_term
article_27_para_1,definition_3,uses_term
article_27_para_1,definition_4,uses_term
article_27_para_1,definition_12,uses_term
article_27_para_1,definition_15,uses_term
article_27_para_2,definition_1,uses_term
article_27_para_2,definition_2,uses_term
article_27_para_2,definition_3,uses_term
article_27_para_2,definition_4,uses_term
article_27_para_3,definition_4,uses_term
article_27_para_3,definition_26,uses_term
article_27_para_5,definition_47,uses_term
article_28_para_1,definition_19,uses_term
article_28_para_1,definition_20,uses_term
article_28_para_3,definition_20,uses_term
article_28_para_5,definition_20,uses_term
article_29_para_1,definition_19,uses_term
article_29_para_1,definition_20,uses_term
article_29_para_2,definition_20,uses_term
article_29_para_2,definition_21,uses_term
article_29_para_2,definition_22,uses_term
article_29_para_3,definition_19,uses_term
article_29_para_3,definition_20,uses_term
article_29_para_3,definition_21,uses_term
article_29_para_4,definition_22,uses_term
article_30_para_1,definition_20,uses_term
article_30_para_2,definition_20,uses_term
article_30_para_2,definition_21,uses_term
article_30_para_3,definition_20,uses_term
article_30_para_3,definition_21,uses_term
article_30_para_4,definition_19,uses_term
article_30_para_4,definition_20,uses_term
article_30_para_4,definition_21,uses_term
article_30_para_4,definition_22,uses_term
article_30_para_5,definition_20,uses_term
article_30_para_5,definition_21,uses_term
article_31_para_1,definition_22,uses_term
article_31_para_3,definition_20,uses_term
article_31_para_4,definition_1,uses_term
article_31_para_4,definition_2,uses_term
article_31_para_4,definition_3,uses_term
article_31_para_4,definition_8,uses_term
article_31_para_4,definition_20,uses_term
article_31_para_4,definition_21,uses_term
article_31_para_5,definition_2,uses_term
article_31_para_5,definition_20,uses_term
article_31_para_5,definition_21,uses_term
article_31_para_7,definition_20,uses_term
article_31_para_8,definition_1,uses_term
article_31_para_8,definition_3,uses_term
article_31_para_9,definition_20,uses_term
article_31_para_11,definition_22,uses_term
article_33_para_1,definition_19,uses_term
article_33_para_1,definition_20,uses_term
article_33_para_1,definition_22,uses_term
article_33_para_3,definition_3,uses_term
article_33_para_4,definition_19,uses_term
article_34_para_1,definition_2,uses_term
article_34_para_1,definition_20,uses_term
article_34_para_2,definition_1,uses_term
article_34_para_2,definition_2,uses_term
article_34_para_2,definition_3,uses_term
article_34_para_2,definition_22,uses_term
article_34_para_3,definition_19,uses_term
article_35_para_1,definition_22,uses_term
article_36_para_1,definition_19,uses_term
article_36_para_1,definition_22,uses_term
article_36_para_3,definition_2,uses_term
article_36_para_3,definition_19,uses_term
article_36_para_3,definition_20,uses_term
article_36_para_3,definition_22,uses_term
article_36_para_4,definition_19,uses_term
article_36_para_4,definition_22,uses_term
article_36_para_5,definition_22,uses_term
article_36_para_6,definition_19,uses_term
article_36_para_6,definition_22,uses_term
article_36_para_7,definition_2,uses_term
article_36_para_7,definition_3,uses_term
article_36_para_7,definition_19,uses_term
article_36_para_7,definition_22,uses_term
article_36_para_8,definition_2,uses_term
article_36_para_8,definition_3,uses_term
article_36_para_8,definition_19,uses_term
article_36_para_8,definition_22,uses_term
article_36_para_9,definition_1,uses_term
article_36_para_9,definition_2,uses_term
article_36_para_9,definition_3,uses_term
article_36_para_9,definition_22,uses_term
article_36_para_9,definition_48,uses_term
article_37_para_1,definition_22,uses_term
article_37_para_2,definition_19,uses_term
article_37_para_2,definition_22,uses_term
article_37_para_4,definition_22,uses_term
article_38_para_1,definition_2,uses_term
article_38_para_1,definition_20,uses_term
article_38_para_2,definition_19,uses_term
article_40_para_1,definition_2,uses_term
article_40_para_2,definition_1,uses_term
article_40_para_2,definition_2,uses_term
article_41_para_1,definition_27,uses_term
article_41_para_3,definition_2,uses_term
article_41_para_4,definition_27,uses_term
article_41_para_5,definition_2,uses_term
article_41_para_6,definition_28,uses_term
article_42_para_1,definition_2,uses_term
article_42_para_2,definition_2,uses_term
article_43_para_1,definition_1,uses_term
article_43_para_1,definition_2,uses_term
article_43_para_1,definition_3,uses_term
article_43_para_1,definition_20,uses_term
article_43_para_1,definition_22,uses_term
article_43_para_1,definition_26,uses_term
article_43_para_1,definition_27,uses_term
article_43_para_1,definition_46,uses_term
article_43_para_2,definition_2,uses_term
article_43_para_2,definition_20,uses_term
article_43_para_3,definition_2,uses_term
article_43_para_3,definition_3,uses_term
article_43_para_3,definition_20,uses_term
article_43_para_4,definition_1,uses_term
article_43_para_4,definition_2,uses_term
article_43_para_4,definition_3,uses_term
article_43_para_4,definition_4,uses_term
article_43_para_4,definition_20,uses_term
article_43_para_4,definition_23,uses_term
article_43_para_6,definition_2,uses_term
article_43_para_6,definition_20,uses_term
article_44_para_1,definition_22,uses_term
article_44_para_2,definition_3,uses_term
article_44_para_2,definition_20,uses_term
article_44_para_3,definition_1,uses_term
article_44_para_3,definition_3,uses_term
article_44_para_3,definition_22,uses_term
article_45_para_1,definition_19,uses_term
article_45_para_1,definition_20,uses_term
article_45_para_2,definition_22,uses_term
article_45_para_3,definition_20,uses_term
article_45_para_3,definition_22,uses_term
article_46_para_1,definition_2,uses_term
article_46_para_1,definition_9,uses_term
article_46_para_1,definition_11,uses_term
article_46_para_1,definition_20,uses_term
article_46_para_1,definition_26,uses_term
article_46_para_2,definition_1,uses_term
article_46_para_2,definition_2,uses_term
article_46_para_3,definition_1,uses_term
article_46_para_3,definition_2,uses_term
article_46_para_3,definition_26,uses_term
article_46_para_3,definition_38,uses_term
article_46_para_4,definition_26,uses_term
article_46_para_5,definition_26,uses_term
article_46_para_7,definition_2,uses_term
article_46_para_7,definition_20,uses_term
article_47_para_1,definition_1,uses_term
article_47_para_1,definition_2,uses_term
article_47_para_1,definition_3,uses_term
article_47_para_2,definition_1,uses_term
article_47_para_2,definition_2,uses_term
article_47_para_3,definition_1,uses_term
article_47_para_3,definition_2,uses_term
article_47_para_4,definition_3,uses_term
article_48_para_1,definition_24,uses_term
article_48_para_2,definition_2,uses_term
article_48_para_2,definition_24,uses_term
article_48_para_3,definition_1,uses_term
article_48_para_3,definition_2,uses_term
article_48_para_3,definition_24,uses_term
article_48_para_4,definition_1,uses_term
article_48_para_4,definition_2,uses_term
article_48_para_4,definition_3,uses_term
article_48_para_4,definition_5,uses_term
article_48_para_4,definition_20,uses_term
article_48_para_4,definition_22,uses_term
article_48_para_4,definition_24,uses_term
article_48_para_5,definition_1,uses_term
article_48_para_5,definition_2,uses_term
article_48_para_5,definition_24,uses_term
article_49_para_1,definition_1,uses_term
article_49_para_1,definition_2,uses_term
article_49_para_1,definition_3,uses_term
article_49_para_1,definition_5,uses_term
article_49_para_1,definition_9,uses_term
article_49_para_1,definition_11,uses_term
article_49_para_2,definition_1,uses_term
article_49_para_2,definition_2,uses_term
article_49_para_2,definition_3,uses_term
article_49_para_2,definition_5,uses_term
article_49_para_2,definition_9,uses_term
article_49_para_2,definition_11,uses_term
article_49_para_3,definition_1,uses_term
article_49_para_3,definition_2,uses_term
article_49_para_3,definition_11,uses_term
article_49_para_4,definition_2,uses_term
article_49_para_4,definition_46,uses_term
article_49_para_5,definition_2,uses_term
article_50_para_1,definition_1,uses_term
article_50_para_2,definition_1,uses_term
article_50_para_2,definition_4,uses_term
article_50_para_2,definition_33,uses_term
article_50_para_3,definition_39,uses_term
article_50_para_3,definition_40,uses_term
